课程编码,课程名称,目录课程名,开课院系,校区,大纲链接,课时,学分,课程属性,主讲教师,采集时间
180232125601M4003Y,科技成果转化案例研讨,科技成果转化案例研讨,现代产业学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315284,20,1.00,研讨课,刘海波,2026-09-02 09:19:27
180233081301PX001H,中国建筑概论,中国建筑概论,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314515,30,1.00,公共选修课,陈晓红,2026-09-02 09:19:27
180233081301PX001Y,中国建筑概论,中国建筑概论,人居科学学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315342,30,1.00,公共选修课,陈晓红,2026-09-02 09:19:27
180233081301PX002H,中国民居建筑艺术概论,中国民居建筑艺术概论,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314514,30,1.00,公共选修课,吴艳,2026-09-02 09:19:27
180233081301PX003H,建筑技术与艺术简史,建筑技术与艺术简史,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314513,30,1.00,公共选修课,王一钧,2026-09-02 09:19:27
180233081301PX004H,超级工程概论,超级工程概论,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314510,30,1.00,公共选修课,彭相国,2026-09-02 09:19:27
180233081301PX004Y,超级工程概论,超级工程概论,人居科学学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315339,30,1.00,公共选修课,彭相国,2026-09-02 09:19:27
180233081302PX001H,世界遗产城市,世界遗产城市,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314511,30,1.00,公共选修课,王大伟,2026-09-02 09:19:27
180233081304PX001H,生态城市与绿色建筑,生态城市与绿色建筑,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314512,30,1.00,公共选修课,王大伟,2026-09-02 09:19:27
1802331301X1PX001H,美学与中国传统文化,美学与中国传统文化,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314478,30,1.00,公共选修课,王艳,2026-09-02 09:19:27
1802331301X2MX003H,音乐基础修养,音乐基础修养,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/318455,40,1.00,公共选修课,陈碧荷,2026-09-02 09:19:27
1802331301X2PX002H,民族器乐理论与实践,民族器乐理论与实践,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/318456,40,1.00,公共选修课,陈碧荷,2026-09-02 09:19:27
1802331301X2PX003H,舞蹈鉴赏与体验,舞蹈鉴赏与体验,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314473,40,1.00,公共选修课,牛锡桐,2026-09-02 09:19:27
1802331301X2PX004H,中国舞蹈基础,中国舞蹈基础,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314474,40,1.00,公共选修课,牛锡桐,2026-09-02 09:19:27
1802331301X2PX006Y,中国艺术歌曲与嗓音科学训练,中国艺术歌曲与嗓音科学训练,人居科学学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315347,40,1.00,公共选修课,李哲夫,2026-09-02 09:19:27
1802331301X2PX008H,音乐技术：笔记本乐队,音乐技术：笔记本乐队,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314502,30,1.00,公共选修课,Kenneth Fields,2026-09-02 09:19:27
1802331301X2PX012H-01,科学艺术融合微课：钢琴演奏艺术大师班-1班,科学艺术融合微课：钢琴演奏艺术大师班-1班,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/319095,9,0.50,公共选修课,李晨音,2026-09-02 09:19:27
1802331301X4PX001H,戏曲欣赏与演出实践,戏曲欣赏与演出实践,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314479,40,1.00,公共选修课,封杰,2026-09-02 09:19:27
1802331301X5PX002H,中国美术鉴赏,中国美术鉴赏,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314471,30,1.00,公共选修课,徐铭,2026-09-02 09:19:27
1802331301X5PX003H,书法研修及应用,书法研修及应用,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314472,30,1.00,公共选修课,王渭田,2026-09-02 09:19:27
1802331301X5PX004H,从古典到当代的艺术之旅,从古典到当代的艺术之旅,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314475,40,1.00,公共选修课,ZHU WEI,2026-09-02 09:19:27
1802331301X5PX009H-01,陶艺创新实践一班,陶艺创新实践一班,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/318516,40,1.00,公共选修课,崔岩山等,2026-09-02 09:19:27
1802331301X5PX009H-02,陶艺创新实践二班,陶艺创新实践二班,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/318518,40,1.00,公共选修课,崔岩山等,2026-09-02 09:19:27
1802331301X5PX009H-03,陶艺创新实践三班,陶艺创新实践三班,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/318519,40,1.00,公共选修课,崔岩山等,2026-09-02 09:19:27
1802331301X5PX009H-04,陶艺创新实践四班,陶艺创新实践四班,人居科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/318520,40,1.00,公共选修课,崔岩山等,2026-09-02 09:19:27
18023399J100P1001Z,人居科学导论,人居科学导论,人居科学学院,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/314882,50,2.50,学科核心课,樊杰等,2026-09-02 09:19:27
18023399J1X1P4001Z,城市复兴与乡村振兴理论与实践,城市复兴与乡村振兴理论与实践,人居科学学院,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/314883,20,1.00,研讨课,吴晨等,2026-09-02 09:19:27
18023399J1X2P2001Z,建筑与城市设计I-建筑设计,建筑与城市设计I-建筑设计,人居科学学院,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/314885,40,2.00,专业核心课,周宇舫等,2026-09-02 09:19:27
18023399J1X2P4001Z,建筑历史与理论,建筑历史与理论,人居科学学院,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/314884,20,1.00,研讨课,王贵祥等,2026-09-02 09:19:27
180234070200P1006H,量子物质与量子信息前沿,量子物质与量子信息前沿,前沿交叉科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315350,60,3.00,学科核心课,张龙等,2026-09-02 09:19:27
180234070200P1007H,量子信息,量子信息,前沿交叉科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315349,60,3.00,学科核心课,范桁等,2026-09-02 09:19:27
180234071000P3008H,工程生物学与先进生物制造,工程生物学与先进生物制造,前沿交叉科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/319036,40,2.00,专业课,张燕飞等,2026-09-02 09:19:27
180234081200P1007H,人工智能原理：模型与算法,人工智能原理：模型与算法,前沿交叉科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315135,60,3.00,学科核心课,缪青海,2026-09-02 09:19:27
180234081200P1009H,机器学习(英文授课),机器学习,前沿交叉科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315348,40,2.00,学科核心课,张同,2026-09-02 09:19:27
180234081200P1010H,人工智能基础数学理论和算法,人工智能基础数学理论和算法,前沿交叉科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/318677,60,3.00,学科核心课,韩丛英等,2026-09-02 09:19:27
180234081200P3002H,脑认知机理与计算模型,脑认知机理与计算模型,前沿交叉科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/318678,40,2.00,专业课,徐春等,2026-09-02 09:19:27
180234081200P3004H,生成式模型与科学智能应用,生成式模型与科学智能应用,前沿交叉科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/319037,40,2.00,专业课,刘云帆,2026-09-02 09:19:27
180234081200PB002H,学术道德与学术写作规范-分论,学术道德与学术写作规范-分论,前沿交叉科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/318531,10,0.50,公共必修课,孙睿,2026-09-02 09:19:27
180234140100P1004H,半导体物理与器件物理,半导体物理与器件物理,前沿交叉科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315133,60,3.00,学科核心课,王盛凯等,2026-09-02 09:19:27
180234140100P1005H,高等集成电路设计与EDA,高等集成电路设计与EDA,前沿交叉科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315134,60,3.00,学科核心课,杨尊松等,2026-09-02 09:19:27
180234140100P1006H,先进集成电路制造工艺,先进集成电路制造工艺,前沿交叉科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315136,60,3.00,学科核心课,李永亮等,2026-09-02 09:19:27
180234140100P4014H,半导体光电子器件与智能技术,半导体光电子器件与智能技术,前沿交叉科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/319038,20,1.00,研讨课,仲莉,2026-09-02 09:19:27
18087B025100M1001Y,财务报表分析(金融专硕),财务报表分析,MBA,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315280,48,3.00,学科核心课,王冬梅,2026-09-02 09:19:27
18087B025100M1002Y,投资学(金融专硕),投资学,MBA,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315283,48,3.00,学科核心课,杨海珍,2026-09-02 09:19:27
18087B025100M1004Y,衍生金融工具(金融专硕),衍生金融工具,MBA,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/318300,48,3.00,学科核心课,郭琨,2026-09-02 09:19:27
18087B025100M3013Y,金融风险管理(金融专硕),金融风险管理,MBA,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/319162,32,2.00,专业课,房勇,2026-09-02 09:19:27
18087B025100M3026Y,金融大数据与机器学习(金融专硕),金融大数据与机器学习,MBA,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315278,32,2.00,专业课,牛凌峰,2026-09-02 09:19:27
18087B025100M3033Y,金融统计分析与应用(金融专硕),金融统计分析与应用,MBA,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315297,32,2.00,专业课,龙文,2026-09-02 09:19:27
18087B025100M7002Y,金融市场实务(金融专硕),金融市场实务,MBA,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315279,16,1.00,科学前沿讲座,吕萍等,2026-09-02 09:19:27
18087B050200MB002Y,英语（金融专硕）,英语（金融专硕）,MBA,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315282,48,3.00,公共必修课,李兰欣,2026-09-02 09:19:27
18087B125100M1001Y,商务英语A(MBA脱产),商务英语A,MBA,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315274,32,2.00,学科核心课,李兰欣,2026-09-02 09:19:27
18087B125100M1003Y,组织行为学(MBA脱产),组织行为学,MBA,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315338,32,2.00,学科核心课,杨朦晰,2026-09-02 09:19:27
18087B125100M1003Z-F,组织行为学(MBA全日制集中),组织行为学,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/316166,32,2.00,学科核心课,ZHU XIUMEI,2026-09-02 09:19:27
18087B125100M1003Z-Z,组织行为学(MBA综合、金融),组织行为学,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/316168,32,2.00,学科核心课,汤超颖,2026-09-02 09:19:27
18087B125100M1004Z-F,数据模型与决策(MBA全日制集中),数据模型与决策,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/316164,32,2.00,学科核心课,李秀婷,2026-09-02 09:19:27
18087B125100M1004Z-P,数据模型与决策(MBA非全日制集中),数据模型与决策,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/316163,32,2.00,学科核心课,房勇,2026-09-02 09:19:27
18087B125100M1004Z-S,数据模型与决策(MBA人工智能、数字化转型与数字化创业),数据模型与决策,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/316160,32,2.00,学科核心课,龙文,2026-09-02 09:19:27
18087B125100M1004Z-T,数据模型与决策(MBA脱产),数据模型与决策,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/316165,32,2.00,学科核心课,邓智斌,2026-09-02 09:19:27
18087B125100M1004Z-Z,数据模型与决策(MBA综合、金融),数据模型与决策,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/316162,32,2.00,学科核心课,房勇,2026-09-02 09:19:27
18087B125100M1005Z-F,会计学(MBA全日制集中),会计学,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/316155,32,2.00,学科核心课,肖建华,2026-09-02 09:19:27
18087B125100M1005Z-P,会计学(MBA非全日制集中),会计学,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/316158,32,2.00,学科核心课,王冬梅,2026-09-02 09:19:27
18087B125100M1005Z-S,会计学(MBA人工智能、数字化转型与数字化创业),会计学,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/316159,32,2.00,学科核心课,徐中平,2026-09-02 09:19:27
18087B125100M1005Z-T,会计学(MBA脱产),会计学,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/316154,32,2.00,学科核心课,肖建华,2026-09-02 09:19:27
18087B125100M1005Z-Z,会计学(MBA综合、金融),会计学,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/316156,32,2.00,学科核心课,王冬梅,2026-09-02 09:19:27
18087B125100M1006Z-F,管理经济学(MBA全日制集中),管理经济学,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/316150,32,2.00,学科核心课,许健,2026-09-02 09:19:27
18087B125100M1006Z-P,管理经济学(MBA非全日制集中),管理经济学,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/316151,32,2.00,学科核心课,许健,2026-09-02 09:19:27
18087B125100M1006Z-S,管理经济学(MBA人工智能、数字化转型与数字化创业),管理经济学,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/316153,32,2.00,学科核心课,刘颖,2026-09-02 09:19:27
18087B125100M1006Z-T,管理经济学(MBA脱产),管理经济学,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/316148,32,2.00,学科核心课,田开兰,2026-09-02 09:19:27
18087B125100M1006Z-Z,管理经济学(MBA综合、金融),管理经济学,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/316149,32,2.00,学科核心课,刘颖,2026-09-02 09:19:27
18087B125100M1007Y,战略管理(MBA脱产),战略管理,MBA,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315275,32,2.00,学科核心课,徐艳梅,2026-09-02 09:19:27
18087B125100M1007Z-F,战略管理(MBA全日制集中),战略管理,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/315928,32,2.00,学科核心课,乔晗,2026-09-02 09:19:27
18087B125100M1007Z-Z,战略管理(MBA综合、金融),战略管理,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/315927,32,2.00,学科核心课,吕萍,2026-09-02 09:19:27
18087B125100M1008Y,管理信息系统(MBA脱产),管理信息系统,MBA,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315276,32,2.00,学科核心课,张玲玲,2026-09-02 09:19:27
18087B125100M1009Z-P25级,运营管理(MBA25级非全日集中),运营管理,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318431,32,2.00,学科核心课,朱晓燕,2026-09-02 09:19:27
18087B125100M1010Z-P25级,市场营销(MBA25级非全日制集中),市场营销,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/315926,32,2.00,学科核心课,张莎,2026-09-02 09:19:27
18087B125100M1010Z-T,市场营销(MBA脱产),市场营销,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/315925,32,2.00,学科核心课,张茜,2026-09-02 09:19:27
18087B125100M1011Z-P25级,公司理财(MBA25级非全日制集中),公司理财,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318433,32,2.00,学科核心课,张矢的,2026-09-02 09:19:27
18087B125100M3002Z,综合素质(MBA综合、金融、人工智能、数字化转型与数字化创业、脱产),综合素质,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/313525,32,2.00,专业课,许健,2026-09-02 09:19:27
18087B125100M3007Z,投资银行实务(MBA综合、金融、脱产),投资银行实务,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/313527,16,1.00,专业课,许婉宁,2026-09-02 09:19:27
18087B125100M3008Z,股权投资基金实务(MBA综合、金融、脱产),股权投资基金实务,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/313545,16,1.00,专业课,袁中一,2026-09-02 09:19:27
18087B125100M3012Z,时间序列分析(MBA全体),时间序列分析,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/313526,16,1.00,专业课,胡毅,2026-09-02 09:19:27
18087B125100M3023Z,天使投资(MBA全体),天使投资,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/313528,16,1.00,专业课,龙文,2026-09-02 09:19:27
18087B125100M3029Z,企业知识产权管理(MBA全体),企业知识产权管理,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/313546,16,1.00,专业课,战飞扬,2026-09-02 09:19:27
18087B125100M3038Z,人工智能导论与前沿(MBA人工智能),人工智能导论与前沿,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/313529,32,2.00,专业课,吕宜生等,2026-09-02 09:19:27
18087B125100M3039Z,人工智能程序设计（Python）(MBA全体),人工智能程序设计（Python）,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/313547,32,2.00,专业课,顾立平,2026-09-02 09:19:27
18087B125100M3040Z,机器学习（上）(MBA人工智能、数字化转型与数字化创业),机器学习（上）,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/313530,32,2.00,专业课,田英杰,2026-09-02 09:19:27
18087B125100M3042Z,数据挖掘与商务智能(MBA全体),数据挖掘与商务智能,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/313531,16,1.00,专业课,牛凌峰,2026-09-02 09:19:27
18087B125100M3043Z,领域大数据系列讲座(MBA全体),领域大数据系列讲座,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/313532,32,2.00,专业课,田英杰,2026-09-02 09:19:27
18087B125100M3048Z,数字经济概论(MBA人工智能、数字化转型与数字化创业),数字经济概论,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/313533,32,2.00,专业课,孙毅,2026-09-02 09:19:27
18087B125100M3053Z,基于思维训练的MBA写作(MBA综合、金融、脱产),基于思维训练的MBA写作,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/313534,32,2.00,专业课,汤超颖,2026-09-02 09:19:27
18087B125100M3054Z,国际企业管理(MBA全体),国际企业管理,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/313535,16,1.00,专业课,吕萍,2026-09-02 09:19:27
18087B125100M3055Z,项目管理(MBA全体),项目管理,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/313536,32,2.00,专业课,张玲玲,2026-09-02 09:19:27
18087B125100M3057Z,广告市场原理及实践(MBA全日制集中、脱产),广告市场原理及实践,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/313548,32,2.00,专业课,张茜,2026-09-02 09:19:27
18087B125100M3058Z,企业并购与重组实务(MBA全体),企业并购与重组实务,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/313538,32,2.00,专业课,栾大龙,2026-09-02 09:19:27
18087B125100M3059Z,风险与私募股权投资(MBA全体),风险与私募股权投资,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/313539,32,2.00,专业课,张矢的,2026-09-02 09:19:27
18087B125100M3061Z,人力资源管理(MBA全体),人力资源管理,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/313549,32,2.00,专业课,张银昆,2026-09-02 09:19:27
18087B125100M3063Z,公司合规管理(MBA全体),公司合规管理,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318450,16,1.00,专业课,赵云珂,2026-09-02 09:19:27
18087B125100M3077Z,虚拟商务(MBA综合、金融、脱产),虚拟商务,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/313537,32,2.00,专业课,韩永生等,2026-09-02 09:19:27
18087B125100M3081Z,设计思维(MBA数字化转型与数字化创业、综合、金融、脱产),设计思维,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/314563,32,2.00,专业课,梁洪力,2026-09-02 09:19:27
18087B125100M3088Z,计量经济学(MBA全体),计量经济学,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/314564,32,2.00,专业课,许健,2026-09-02 09:19:27
18087B125100M5001Y,企业经营模拟(MBA脱产),企业经营模拟,MBA,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315277,32,2.00,实验课,卢涛,2026-09-02 09:19:27
18087B125100M5001Z-P25级,企业经营模拟(MBA25级非全日制集中),企业经营模拟,MBA,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318437,32,2.00,实验课,彭赓,2026-09-02 09:19:27
18096P035400M1005Z,知识产权法,知识产权法,MPA/MIP,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318231,32,2.00,学科核心课,阎文军等,2026-09-02 09:19:27
18096P035400M1006Z-(01),民法总论（1班）,民法总论（1班）,MPA/MIP,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318748,32,2.00,学科核心课,罗先觉,2026-09-02 09:19:27
18096P035400M1006Z-(02),民法总论（2班）,民法总论（2班）,MPA/MIP,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318749,32,2.00,学科核心课,罗先觉,2026-09-02 09:19:27
18096P035400M1007Z-(01),知识产权管理（1班）,知识产权管理（1班）,MPA/MIP,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318750,32,2.00,学科核心课,刘海波等,2026-09-02 09:19:27
18096P035400M1007Z-(02),知识产权管理（2班）,知识产权管理（2班）,MPA/MIP,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318751,32,2.00,学科核心课,刘海波等,2026-09-02 09:19:27
18096P035400M1008Z,知识产权检索,知识产权检索,MPA/MIP,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318234,32,2.00,学科核心课,赵亚娟等,2026-09-02 09:19:27
18096P035400M3017Z,知识产权经典文献,知识产权经典文献,MPA/MIP,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318230,16,1.00,专业课,刘海波,2026-09-02 09:19:27
18096P035400M3032Z,科技法,科技法,MPA/MIP,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318222,32,2.00,专业课,唐素琴等,2026-09-02 09:19:27
18096P035400M3034Z,技术创新管理,技术创新管理,MPA/MIP,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318229,32,2.00,专业课,张亚峰,2026-09-02 09:19:27
18096P035400M3035Z,国际知识产权保护与利用,国际知识产权保护与利用,MPA/MIP,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318227,16,1.00,专业课,尹锋林,2026-09-02 09:19:27
18096P035400M3038Z-(01),质性研究（1班）,质性研究（1班）,MPA/MIP,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318753,16,1.00,专业课,孙茜,2026-09-02 09:19:27
18096P035400M3038Z-(02),质性研究（2班）,质性研究（2班）,MPA/MIP,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318755,16,1.00,专业课,孙茜,2026-09-02 09:19:27
18096P035400M3039Z-(01),定量研究方法（1班）,定量研究方法（1班）,MPA/MIP,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318757,16,1.00,专业课,吕晨,2026-09-02 09:19:27
18096P035400M3039Z-(02),定量研究方法（2班）,定量研究方法（2班）,MPA/MIP,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318759,16,1.00,专业课,吕晨,2026-09-02 09:19:27
18096P035400M3041Z-(02),技术合同实务(2班）,技术合同实务(2班）,MPA/MIP,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318747,16,1.00,专业课,李玲娟,2026-09-02 09:19:27
18096P035400M3041Z-01,技术合同实务（1班）,技术合同实务（1班）,MPA/MIP,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318745,16,1.00,专业课,李玲娟,2026-09-02 09:19:27
18096P035400M7001Z,知识产权与科技创新前沿系列讲座,知识产权与科技创新前沿系列讲座,MPA/MIP,中关村,https://jwba.ucas.ac.cn/sc/course/courseplan/318225,16,1.00,科学前沿讲座,张亚峰,2026-09-02 09:19:27
180080025200M3001H,统计软件SAS,统计软件SAS,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314374,40,2.00,专业课,姜志鹏,2026-09-02 09:19:27
180080070100M1001H,最优化计算方法,最优化计算方法,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314431,60,3.00,学科核心课,刘歆,2026-09-02 09:19:27
180080070100M1002H,运筹学,运筹学,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314381,40,2.00,学科核心课,胡旭东,2026-09-02 09:19:27
180080070100M1003H,微分流形,微分流形,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314438,60,3.00,学科核心课,吴英毅,2026-09-02 09:19:27
180080070100M1005H,数值分析,数值分析,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314433,60,3.00,学科核心课,郑伟英,2026-09-02 09:19:27
180080070100M1006H,偏微分方程概论,偏微分方程概论,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314432,60,3.00,学科核心课,韩丕功,2026-09-02 09:19:27
180080070100M1008H,高等概率论,高等概率论,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314363,50,2.50,学科核心课,何凯,2026-09-02 09:19:27
180080070100M1009H,高等数理统计,高等数理统计,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314364,60,3.00,学科核心课,张三国,2026-09-02 09:19:27
180080070100MX002H,Matlab在科学计算中的应用,Matlab在科学计算中的应用,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315082,40,1.00,公共选修课,张敏洪等,2026-09-02 09:19:27
180080070100MX003H,Python科学计算与数据处理,Python科学计算与数据处理,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314378,40,1.00,公共选修课,张敏洪,2026-09-02 09:19:27
180080070100MX004H,数学模型及其应用,数学模型及其应用,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314436,40,1.00,公共选修课,杨文国,2026-09-02 09:19:27
180080070100MX005H,代数基础(数学专业学生不考试，不计学分),代数基础,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314375,40,1.00,公共选修课,陈凌,2026-09-02 09:19:27
180080070100MX006H,复变函数与积分变换,复变函数与积分变换,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314434,40,1.00,公共选修课,焦晓祥,2026-09-02 09:19:27
180080070100MX012H,高等工程数学,高等工程数学,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314377,40,1.00,公共选修课,王丽瑾,2026-09-02 09:19:27
