课程编码,课程名称,目录课程名,开课院系,校区,大纲链接,课时,学分,课程属性,主讲教师,采集时间
180080070100M1004H,抽象代数II,抽象代数II,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315208,60,3.00,学科核心课,胡永泉等,2026-09-02 09:19:27
180080070100M1007H,现代实分析,现代实分析,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315202,60,3.00,学科核心课,郝成春,2026-09-02 09:19:27
180080070100MX013H,数学物理方程,数学物理方程,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/320063,40,1.00,公共选修课,孙义静,2026-09-02 09:19:27
180080070100MX018Y,实用最优化算法,实用最优化算法,数学科学学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315207,40,1.00,公共选修课,牛凌峰,2026-09-02 09:19:27
180080070100PB001H,学术道德与学术写作规范-分论,学术道德与学术写作规范-分论,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315081,10,0.50,公共必修课,孙睿,2026-09-02 09:19:27
180080070101M2004H,代数数论,代数数论,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315223,60,3.00,专业核心课,万昕等,2026-09-02 09:19:27
180080070101M2005H,代数拓扑,代数拓扑,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315209,60,3.00,专业核心课,李振坤,2026-09-02 09:19:27
180080070101M2007H,现代复分析,现代复分析,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315210,60,3.00,专业核心课,刘家琪,2026-09-02 09:19:27
180080070101M2012H,微分拓扑,微分拓扑,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315203,40,2.00,专业核心课,郑恺,2026-09-02 09:19:27
180080070101M3003H,抽象代数,抽象代数,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315204,60,3.00,专业课,唐国平,2026-09-02 09:19:27
180080070102P2001H,偏微分方程数值解I,偏微分方程数值解I,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/320117,60,3.00,专业核心课,张文生等,2026-09-02 09:19:27
180080070104M2001H,计算机代数,计算机代数,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315205,60,3.00,专业核心课,申立勇,2026-09-02 09:19:27
180080070104M2002H,计算机辅助几何设计,计算机辅助几何设计,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/320069,60,3.00,专业核心课,申立勇,2026-09-02 09:19:27
180080070105P3001H,信息与信号处理理论,信息与信号处理理论,数学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/320068,40,2.00,专业课,邵明杰,2026-09-02 09:19:27
180081070100PX001Y,计算机代数在科学与工程中的应用,计算机代数在科学与工程中的应用,物理科学学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315294,40,1.00,公共选修课,骆文于,2026-09-02 09:19:27
180081070200P1001Y,高等量子力学,高等量子力学,物理科学学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315345,60,3.00,学科核心课,周稀楠等,2026-09-02 09:19:27
180081070200P1003H,现代物理实验,现代物理实验,物理科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315086,40,2.00,学科核心课,何会海等,2026-09-02 09:19:27
180081070201P4003H,非平衡统计物理讨论课,非平衡统计物理讨论课,物理科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314902,20,1.00,研讨课,王正川,2026-09-02 09:19:27
180081070202P3007Y,物理中的概率和统计,物理中的概率和统计,物理科学学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315343,60,3.00,专业课,李祖豪,2026-09-02 09:19:27
180081070203P2001H,原子分子光谱与结构理论,原子分子光谱与结构理论,物理科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314903,60,3.00,专业核心课,钟志萍,2026-09-02 09:19:27
180081070203P2002H,激光光谱学,激光光谱学,物理科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314904,60,3.00,专业核心课,张新惠,2026-09-02 09:19:27
180081070203P4002H,原子分子光谱与结构理论专题研讨,原子分子光谱与结构理论专题研讨,物理科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314905,20,1.00,研讨课,钟志萍,2026-09-02 09:19:27
180081070206P2002Y,理论声学I,理论声学I,物理科学学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315292,60,3.00,专业核心课,李晓东,2026-09-02 09:19:27
180081070206P3005Y,海洋声学,海洋声学,物理科学学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315293,50,2.50,专业课,吴立新,2026-09-02 09:19:27
180081070206P3006Y,医学超声,医学超声,物理科学学院,玉泉路,https://jwba.ucas.ac.cn/sc/course/courseplan/315344,50,2.50,专业课,林伟军等,2026-09-02 09:19:27
180081070206P3009H,非线性声学,非线性声学,物理科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314906,40,2.00,专业课,贾晗,2026-09-02 09:19:27
180082070300P1002H,化学反应动力学,化学反应动力学,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314064,60,3.00,学科核心课,陈波珍,2026-09-02 09:19:27
180082070300P1003H,高等仪器分析,高等仪器分析,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314679,60,3.00,学科核心课,汪福意等,2026-09-02 09:19:27
180082070300P1005H-01,有机结构分析（A班）,有机结构分析（A班）,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315649,60,3.00,学科核心课,王德先等,2026-09-02 09:19:27
180082070300P1005H-02,有机结构分析（B班）,有机结构分析（B班）,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315650,60,3.00,学科核心课,徐伟等,2026-09-02 09:19:27
180082070300P1005H-03,有机结构分析（C班）,有机结构分析（C班）,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315651,60,3.00,学科核心课,向俊锋等,2026-09-02 09:19:27
180082070300P1006H-01,高等有机合成（A班）,高等有机合成（A班）,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315595,50,2.50,学科核心课,陈传峰等,2026-09-02 09:19:27
180082070300P1006H-02,高等有机合成（B班）,高等有机合成（B班）,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315596,50,2.50,学科核心课,程靓等,2026-09-02 09:19:27
180082070300P1007H,基础化学生物学,基础化学生物学,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314558,50,2.50,学科核心课,何裕建等,2026-09-02 09:19:27
180082070300P1009H,量子化学理论及其应用,量子化学理论及其应用,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313816,50,2.50,学科核心课,汪志祥,2026-09-02 09:19:27
180082070300P1016H,高等高分子物理,高等高分子物理,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314557,60,3.00,学科核心课,赵江等,2026-09-02 09:19:27
180082070300P1017H,高等结构化学,高等结构化学,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314464,50,2.50,学科核心课,王建平等,2026-09-02 09:19:27
180082070300P1018H,高等高分子化学,高等高分子化学,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314678,60,3.00,学科核心课,董金勇等,2026-09-02 09:19:27
180082070300P6001H,化学实验操作规范与实验室安全,化学实验操作规范与实验室安全,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314848,10,0.50,实践课,马家海等,2026-09-02 09:19:27
180082070300PB001H-01,学术道德与学术写作规范-分论（A班）,学术道德与学术写作规范-分论（A班）,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315565,10,0.50,公共必修课,张凤娇,2026-09-02 09:19:27
180082070300PB001H-02,学术道德与学术写作规范-分论（B班）,学术道德与学术写作规范-分论（B班）,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315566,10,0.50,公共必修课,张凤娇,2026-09-02 09:19:27
180082070301P2001H-01,配位化学（A班）,配位化学（A班）,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315545,60,3.00,专业核心课,高丽华,2026-09-02 09:19:27
180082070301P2001H-02,配位化学（B班）,配位化学（B班）,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315546,60,3.00,专业核心课,楚甲祥等,2026-09-02 09:19:27
180082070301P2003H,纳米科学与技术,纳米科学与技术,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314530,50,2.50,专业核心课,江鹏,2026-09-02 09:19:27
180082070301P4001H,纳米材料的应用,纳米材料的应用,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314036,20,1.00,研讨课,胡劲松,2026-09-02 09:19:27
180082070302P2001H,质谱分析,质谱分析,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313813,50,2.50,专业核心课,赵镇文,2026-09-02 09:19:27
180082070302P2002H,高等电分析化学,高等电分析化学,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314898,50,2.50,专业核心课,赵红等,2026-09-02 09:19:27
180082070302P2003H,化学与生物传感分析,化学与生物传感分析,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314468,50,2.50,专业核心课,马会民等,2026-09-02 09:19:27
180082070302P3002H,单分子与单细胞分析技术,单分子与单细胞分析技术,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313831,40,2.00,专业课,吴海臣等,2026-09-02 09:19:27
180082070302P5001H-09,材料分析与表征技术实验-9班,材料分析与表征技术实验-9班,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315554,30,1.00,实验课,赵红等,2026-09-02 09:19:27
180082070302P5001H-10,材料分析与表征技术实验-10班,材料分析与表征技术实验-10班,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315555,30,1.00,实验课,赵红等,2026-09-02 09:19:27
180082070303P2003H,药物化学,药物化学,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314483,40,2.00,专业核心课,俞初一等,2026-09-02 09:19:27
180082070303P2004H,有机光化学,有机光化学,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314470,50,2.50,专业核心课,李嫕等,2026-09-02 09:19:27
180082070303P2006H,高等杂环化学,高等杂环化学,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313812,40,2.00,专业核心课,杨镜奎,2026-09-02 09:19:27
180082070303P4006H,有机合成方法及应用,有机合成方法及应用,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313819,20,1.00,研讨课,张昕,2026-09-02 09:19:27
180082070304P2001H,固体表面物理化学,固体表面物理化学,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314673,60,3.00,专业核心课,裘晓辉等,2026-09-02 09:19:27
180082070304P2003H,光化学原理与应用,光化学原理与应用,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313810,60,3.00,专业核心课,田志远,2026-09-02 09:19:27
180082070304P2004H-01,电化学原理及应用（A班）,电化学原理及应用（A班）,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315568,60,3.00,专业核心课,张占军,2026-09-02 09:19:27
180082070304P2004H-02,电化学原理及应用（B班）,电化学原理及应用（B班）,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315569,60,3.00,专业核心课,王雪飞,2026-09-02 09:19:27
180082070304P3001H,胶体与界面化学,胶体与界面化学,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314899,60,3.00,专业课,杨志勇,2026-09-02 09:19:27
180082070304P3003H,自组装物理化学,自组装物理化学,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314507,50,2.50,专业课,刘鸣华等,2026-09-02 09:19:27
180082070304P3004H,分子模拟与计算机化学,分子模拟与计算机化学,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314060,50,2.50,专业课,计明娟等,2026-09-02 09:19:27
180082070304P3005H,分子电子材料与器件,分子电子材料与器件,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314062,60,3.00,专业课,张凤娇等,2026-09-02 09:19:27
180082070304P5001H,分子模拟实验(必须同时修读《分子模拟与计算机化学》课程),分子模拟实验,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314061,30,1.00,实验课,计明娟等,2026-09-02 09:19:27
180082070305P2002H,特种高分子材料,特种高分子材料,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313695,40,2.00,专业核心课,范琳等,2026-09-02 09:19:27
180082070305P2005H,天然与功能高分子,天然与功能高分子,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314561,60,3.00,专业核心课,张军等,2026-09-02 09:19:27
180082070305P3003H,软物质,软物质,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314467,40,2.00,专业课,陈尔强等,2026-09-02 09:19:27
180082070305P3006H,生物大分子化学,生物大分子化学,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314943,40,2.00,专业课,张鹏飞,2026-09-02 09:19:27
180082070305P4001H,高分子结晶,高分子结晶,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314033,20,1.00,研讨课,刘国明,2026-09-02 09:19:27
1800820703Z1P4001H,化学生物学主题研讨课,化学生物学主题研讨课,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314038,20,1.00,研讨课,吕雪光等,2026-09-02 09:19:27
1800820703Z2P3001H,生物无机化学,生物无机化学,化学科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314532,40,2.00,专业课,赵耀,2026-09-02 09:19:27
180083070600P1002H,大气物理学,大气物理学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313974,60,3.00,学科核心课,卞建春等,2026-09-02 09:19:27
180083070600P1003H,气候变化的统计分析方法,气候变化的统计分析方法,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313855,40,2.00,学科核心课,钱诚等,2026-09-02 09:19:27
180083070600P1004H,大气科学概论,大气科学概论,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313559,40,2.00,学科核心课,孙建奇等,2026-09-02 09:19:27
180083070601P2001H,云降水物理学及其数值模拟,云降水物理学及其数值模拟,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313973,60,3.00,专业核心课,孙继明,2026-09-02 09:19:27
180083070601P2002H,高等大气动力学,高等大气动力学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313968,60,3.00,专业核心课,林一骅,2026-09-02 09:19:27
180083070601P2004H,中小尺度天气动力学与数值模拟,中小尺度天气动力学与数值模拟,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313912,60,3.00,专业核心课,高守亭等,2026-09-02 09:19:27
180083070601P3001H,水文气候学概论,水文气候学概论,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313969,50,2.50,专业课,华丽娟,2026-09-02 09:19:27
180083070601P3002H,农业气候学,农业气候学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313972,40,2.00,专业课,姚凤梅等,2026-09-02 09:19:27
180083070601P3003H,天气动力学与诊断分析,天气动力学与诊断分析,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313913,50,2.50,专业课,崔晓鹏等,2026-09-02 09:19:27
180083070601P3004H,雷达气象学原理和应用,雷达气象学原理和应用,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313970,50,2.50,专业课,肖辉等,2026-09-02 09:19:27
180083070601P4001H,气候变化讨论课,气候变化讨论课,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313971,20,1.00,研讨课,周天军等,2026-09-02 09:19:27
180083070602P2001H,碳氮循环及其测量原理与方法,碳氮循环及其测量原理与方法,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313907,40,2.00,专业核心课,刘春岩等,2026-09-02 09:19:27
180083070602P2002H,大气化学,大气化学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313863,60,3.00,专业核心课,徐永福等,2026-09-02 09:19:27
180083070602P2003H,大气辐射学,大气辐射学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313914,60,3.00,专业核心课,王普才等,2026-09-02 09:19:27
180083070602P2004H,大气探测学,大气探测学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313916,60,3.00,专业核心课,夏祥鳌等,2026-09-02 09:19:27
180083070602P3001H,大气污染数值预报基础和模式,大气污染数值预报基础和模式,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313909,40,2.00,专业课,张美根等,2026-09-02 09:19:27
180083070602P3003H,大气和空间电学,大气和空间电学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313915,50,2.50,专业课,郄秀书等,2026-09-02 09:19:27
180083070602P4001H,土壤碳氮过程与温室气体,土壤碳氮过程与温室气体,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314026,20,1.00,研讨课,徐星凯,2026-09-02 09:19:27
180083070800P1001H,地球科学反演导论,地球科学反演导论,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313976,50,2.50,学科核心课,王彦飞等,2026-09-02 09:19:27
180083070800P1002H,地球介质力学,地球介质力学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313919,50,2.50,学科核心课,罗纲等,2026-09-02 09:19:27
180083070800P1003H,数字信号处理（地学）,数字信号处理（地学）,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313918,60,3.00,学科核心课,周元泽等,2026-09-02 09:19:27
180083070800P1004H,地球动力学基础,地球动力学基础,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313867,60,3.00,学科核心课,王世民,2026-09-02 09:19:27
180083070800P1005H,地球物理学基础,地球物理学基础,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313975,60,3.00,学科核心课,魏东平等,2026-09-02 09:19:27
180083070800P1006H,地球电磁现象物理学,地球电磁现象物理学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313917,60,3.00,学科核心课,杜爱民等,2026-09-02 09:19:27
180083070800P1008H,计算地球物理学,计算地球物理学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313865,50,2.50,学科核心课,王彦宾,2026-09-02 09:19:27
180083070800P1009H,高等地震学,高等地震学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313920,60,3.00,学科核心课,陈晓非等,2026-09-02 09:19:27
180083070800P1012H,岩石物理学,岩石物理学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314918,60,3.00,学科核心课,马麦宁等,2026-09-02 09:19:27
180083070800PB001H-1,学术道德与学术写作规范-分论1班,学术道德与学术写作规范-分论1班,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315611,10,0.50,公共必修课,孙涛,2026-09-02 09:19:27
180083070800PB001H-2,学术道德与学术写作规范-分论2班,学术道德与学术写作规范-分论2班,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315612,10,0.50,公共必修课,孙涛,2026-09-02 09:19:27
180083070801P2001H,工程地震学,工程地震学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313941,60,3.00,专业核心课,章文波,2026-09-02 09:19:27
180083070801PX001H,科技论文写作与投稿,科技论文写作与投稿,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/318924,30,1.00,公共选修课,任胜利等,2026-09-02 09:19:27
180083070802P2001H,空间环境探测原理（上）,空间环境探测原理（上）,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313870,50,2.50,专业核心课,乐新安等,2026-09-02 09:19:27
180083070802P2002H,空间等离子体物理学,空间等离子体物理学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313869,60,3.00,专业核心课,周煦之等,2026-09-02 09:19:27
180083070802P2005H,空间环境基本物理过程,空间环境基本物理过程,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/318932,40,2.00,专业核心课,张清和等,2026-09-02 09:19:27
180083070802P3001H,计算空间物理学,计算空间物理学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313921,50,2.50,专业课,沈芳等,2026-09-02 09:19:27
180083070802P3002H,空间物理数据分析方法,空间物理数据分析方法,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313871,60,3.00,专业课,赵必强等,2026-09-02 09:19:27
1800830708Z1P2001H,构造物理学基础,构造物理学基础,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314503,50,2.50,专业核心课,宁杰远等,2026-09-02 09:19:27
1800830708Z1P2002H,有限元方法与计算地球动力学,有限元方法与计算地球动力学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313868,60,3.00,专业核心课,张怀,2026-09-02 09:19:27
1800830708Z1P3001H,大陆动力学与地质建模,大陆动力学与地质建模,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314951,40,2.00,专业课,皇甫鹏鹏,2026-09-02 09:19:27
1800830708Z1P3002H,板块动力学,板块动力学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313866,40,2.00,专业课,何建坤,2026-09-02 09:19:27
1800830708Z1P3005H,并行算法与高性能计算,并行算法与高性能计算,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314492,60,3.00,专业课,张怀,2026-09-02 09:19:27
1800830708Z1P5001H,地震学观测实践,地震学观测实践,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314487,50,1.50,实验课,艾印双等,2026-09-02 09:19:27
1800830708Z2P2001H,空间环境天基探测技术与方法,空间环境天基探测技术与方法,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313922,60,3.00,专业核心课,葛亚松等,2026-09-02 09:19:27
1800830708Z2P2004H,星际航行环境感知与利用,星际航行环境感知与利用,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/318931,50,2.50,专业核心课,张贤国等,2026-09-02 09:19:27
180083070900P1001H,地球化学概论,地球化学概论,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313879,40,2.00,学科核心课,英基丰等,2026-09-02 09:19:27
180083070900P1002H,古气候学,古气候学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313980,60,3.00,学科核心课,陈祚伶等,2026-09-02 09:19:27
180083070900P1003H,超大陆与全球演化,超大陆与全球演化,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314565,40,2.00,学科核心课,彭澎等,2026-09-02 09:19:27
180083070900P1005H,板块构造学,板块构造学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315166,40,2.00,学科核心课,闫全人,2026-09-02 09:19:27
180083070900PX001H,地球科学与人类文明,地球科学与人类文明,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/320299,34,1.50,公共选修课,王会军等,2026-09-02 09:19:27
180083070901P2001H,火成岩石学,火成岩石学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313924,60,3.00,专业核心课,吴福元等,2026-09-02 09:19:27
180083070901P2002H,岩石热力学,岩石热力学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314488,50,2.50,专业核心课,吴春明等,2026-09-02 09:19:27
180083070901P2003H,矿物物理学,矿物物理学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313875,50,2.50,专业核心课,郭光军等,2026-09-02 09:19:27
180083070901P2004H,高等矿物学,高等矿物学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313923,40,2.00,专业核心课,刘建明等,2026-09-02 09:19:27
180083070901P2005H,矿床地球化学,矿床地球化学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313925,60,3.00,专业核心课,范宏瑞等,2026-09-02 09:19:27
180083070901P3001H,金属矿床成矿理论前沿,金属矿床成矿理论前沿,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313877,40,2.00,专业课,李晓峰等,2026-09-02 09:19:27
180083070901P3002H,贵金属地质学,贵金属地质学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313872,40,2.00,专业课,刘庆,2026-09-02 09:19:27
180083070901P3003H,矿物晶体化学,矿物晶体化学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313874,40,2.00,专业课,李永兵等,2026-09-02 09:19:27
180083070901P4001H,火山学,火山学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313873,20,1.00,研讨课,史锋等,2026-09-02 09:19:27
180083070901P5001H,新兴分析技术在矿床学中的应用,新兴分析技术在矿床学中的应用,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313878,30,1.00,实验课,苏本勋等,2026-09-02 09:19:27
180083070901P5002H,岩浆岩岩相学,岩浆岩岩相学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313876,30,1.00,实验课,张吉衡等,2026-09-02 09:19:27
180083070901P5003H,变质岩岩相学,变质岩岩相学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314494,30,1.00,实验课,张慧,2026-09-02 09:19:27
180083070902P2001H,有机地球化学,有机地球化学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313942,60,3.00,专业核心课,彭平安等,2026-09-02 09:19:27
180083070902P2002H,元素地球化学,元素地球化学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313978,60,3.00,专业核心课,陈意等,2026-09-02 09:19:27
180083070903P2003H,脊椎动物进化,脊椎动物进化,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313931,50,2.50,专业核心课,朱敏等,2026-09-02 09:19:27
